  -6.3183942e-01   1.2794649e+00   1.0000000e+00   1.0000000e+00
  -9.9871331e-01   1.2624383e+00   1.0000000e+00   1.0000000e+00
  -1.1910988e+00   1.4961036e+00   1.0000000e+00   1.0000000e+00
  -1.0807144e+00   8.1453191e-01   1.0000000e+00   1.0000000e+00
  -6.3555142e-01   1.3349416e+00   1.0000000e+00   1.0000000e+00
  -1.4462208e+00   1.0426456e+00   1.0000000e+00   1.0000000e+00
  -8.6956887e-01   1.1767422e+00   1.0000000e+00   1.0000000e+00
  -7.8712205e-01   1.0791794e+00   1.0000000e+00   1.0000000e+00
  -8.1367398e-01   1.1080169e+00   1.0000000e+00   1.0000000e+00
  -1.3431917e+00   1.0567244e+00   1.0000000e+00   1.0000000e+00
  -5.5199624e-01   8.9002789e-01   1.0000000e+00   1.0000000e+00
  -1.0762359e+00   4.0555448e-01   1.0000000e+00   1.0000000e+00
  -9.2753270e-01   6.9022839e-01   1.0000000e+00   1.0000000e+00
  -1.1548005e+00   6.1351290e-01   1.0000000e+00   1.0000000e+00
  -1.0121654e+00   8.8026459e-01   1.0000000e+00   1.0000000e+00
  -1.3429390e+00   3.8403277e-01   1.0000000e+00   1.0000000e+00
  -1.0913218e+00   1.0872858e+00   1.0000000e+00   1.0000000e+00
  -1.2008980e+00   1.2428251e+00   1.0000000e+00   1.0000000e+00
  -1.0683253e+00   6.2714766e-01   1.0000000e+00   1.0000000e+00
  -9.1497670e-01   9.6994450e-01   1.0000000e+00   1.0000000e+00
  -9.8498003e-01   8.7253088e-01   1.0000000e+00   1.0000000e+00
  -7.6210518e-01   8.8138977e-01   1.0000000e+00   1.0000000e+00
  -9.7316620e-01   1.2002196e+00   1.0000000e+00   1.0000000e+00
  -1.6817164e+00   9.4366635e-01   1.0000000e+00   1.0000000e+00
  -1.1230871e+00   8.5685787e-01   1.0000000e+00   1.0000000e+00
   7.2470158e-01  -1.5015934e+00   1.0000000e+00   2.0000000e+00
   1.0262334e+00  -1.3395887e+00   1.0000000e+00   2.0000000e+00
   1.0732481e+00  -1.0110208e+00   1.0000000e+00   2.0000000e+00
   1.0265730e+00  -9.9473987e-01   1.0000000e+00   2.0000000e+00
   1.0883004e+00  -8.2722962e-01   1.0000000e+00   2.0000000e+00
   1.1830760e+00  -1.0856012e+00   1.0000000e+00   2.0000000e+00
   1.2569972e+00  -1.0832802e+00   1.0000000e+00   2.0000000e+00
   8.5268154e-01  -6.1133185e-01   1.0000000e+00   2.0000000e+00
   1.0219607e+00  -1.1823614e+00   1.0000000e+00   2.0000000e+00
   1.1142354e+00  -1.2020860e+00   1.0000000e+00   2.0000000e+00
   1.0132964e+00  -8.7359301e-01   1.0000000e+00   2.0000000e+00
   1.0857750e+00  -8.6031089e-01   1.0000000e+00   2.0000000e+00
   7.4436383e-01  -1.0084474e+00   1.0000000e+00   2.0000000e+00
   1.1560377e+00  -9.9547456e-01   1.0000000e+00   2.0000000e+00
   8.7896080e-01  -1.1703512e+00   1.0000000e+00   2.0000000e+00
   9.5515242e-01  -6.9394823e-01   1.0000000e+00   2.0000000e+00
   1.4870412e+00  -9.4810966e-01   1.0000000e+00   2.0000000e+00
   9.7942924e-01  -8.1183345e-01   1.0000000e+00   2.0000000e+00
   1.0761262e+00  -7.1958642e-01   1.0000000e+00   2.0000000e+00
   3.8167549e-01  -8.2251927e-01   1.0000000e+00   2.0000000e+00
   1.2219141e+00  -1.5182160e+00   1.0000000e+00   2.0000000e+00
   1.4010184e+00  -7.3037644e-01   1.0000000e+00   2.0000000e+00
   7.1105093e-01  -1.1346554e+00   1.0000000e+00   2.0000000e+00
   9.4411043e-01  -9.7550684e-01   1.0000000e+00   2.0000000e+00
   8.1449644e-01  -9.5741969e-01   1.0000000e+00   2.0000000e+00
  -1.4279908e+00  -1.4521793e+00   1.0000000e+00   3.0000000e+00
  -6.2027568e-01  -1.1196173e+00   1.0000000e+00   3.0000000e+00
  -9.2266490e-01  -1.1283920e+00   1.0000000e+00   3.0000000e+00
  -8.2522744e-01  -1.1714261e+00   1.0000000e+00   3.0000000e+00
  -1.0348837e+00  -1.2353811e+00   1.0000000e+00   3.0000000e+00
  -8.6953974e-01  -7.8917132e-01   1.0000000e+00   3.0000000e+00
  -1.0083125e+00  -1.4231444e+00   1.0000000e+00   3.0000000e+00
  -1.0677887e+00  -8.1858032e-01   1.0000000e+00   3.0000000e+00
  -7.3402774e-01  -1.0743731e+00   1.0000000e+00   3.0000000e+00
  -1.0163971e+00  -1.0678744e+00   1.0000000e+00   3.0000000e+00
  -1.2732415e+00  -8.4223957e-01   1.0000000e+00   3.0000000e+00
  -8.5795285e-01  -8.7705456e-01   1.0000000e+00   3.0000000e+00
  -1.1930049e+00  -2.1938992e-01   1.0000000e+00   3.0000000e+00
  -1.1536855e+00  -1.3497005e+00   1.0000000e+00   3.0000000e+00
  -1.1376212e+00  -8.0283441e-01   1.0000000e+00   3.0000000e+00
  -7.2105345e-01  -7.2615639e-01   1.0000000e+00   3.0000000e+00
  -9.6467883e-01  -8.2898934e-01   1.0000000e+00   3.0000000e+00
  -1.2775181e+00  -9.4836384e-01   1.0000000e+00   3.0000000e+00
  -1.0813688e+00  -8.4421154e-01   1.0000000e+00   3.0000000e+00
  -8.5154678e-01  -1.6954602e+00   1.0000000e+00   3.0000000e+00
  -1.0446498e+00  -8.0219994e-01   1.0000000e+00   3.0000000e+00
  -1.1215727e+00  -9.0619658e-01   1.0000000e+00   3.0000000e+00
  -1.5356573e+00  -7.6548378e-01   1.0000000e+00   3.0000000e+00
  -1.2988530e+00  -1.0834287e+00   1.0000000e+00   3.0000000e+00
  -1.0033367e+00  -9.8404902e-01   1.0000000e+00   3.0000000e+00
   9.7989084e-01   6.7838406e-01   1.0000000e+00   4.0000000e+00
   6.3179335e-01   8.8212461e-01   1.0000000e+00   4.0000000e+00
   1.4061093e+00   6.2875807e-01   1.0000000e+00   4.0000000e+00
   4.8754365e-01   1.3305669e+00   1.0000000e+00   4.0000000e+00
   1.0108412e+00   1.0426946e+00   1.0000000e+00   4.0000000e+00
   8.1274623e-01   1.1341329e+00   1.0000000e+00   4.0000000e+00
   1.1852838e+00   1.1503344e+00   1.0000000e+00   4.0000000e+00
   1.0185858e+00   1.4214428e+00   1.0000000e+00   4.0000000e+00
   4.5703408e-01   8.3537145e-01   1.0000000e+00   4.0000000e+00
   1.3442308e+00   6.5275211e-01   1.0000000e+00   4.0000000e+00
   8.1149094e-01   7.2084876e-01   1.0000000e+00   4.0000000e+00
   6.3910045e-01   1.1372490e+00   1.0000000e+00   4.0000000e+00
   8.0681803e-01   1.0432319e+00   1.0000000e+00   4.0000000e+00
   1.1510270e+00   1.0699138e+00   1.0000000e+00   4.0000000e+00
   9.1179416e-01   1.0558711e+00   1.0000000e+00   4.0000000e+00
   3.0356291e-01   9.2556430e-01   1.0000000e+00   4.0000000e+00
   1.3615993e+00   5.6988282e-01   1.0000000e+00   4.0000000e+00
   9.1573050e-01   1.0496887e+00   1.0000000e+00   4.0000000e+00
   1.2477535e+00   1.4010766e+00   1.0000000e+00   4.0000000e+00
   1.2710444e+00   7.0385780e-01   1.0000000e+00   4.0000000e+00
   1.1153593e+00   1.2526803e+00   1.0000000e+00   4.0000000e+00
   1.0241139e+00   1.3443486e+00   1.0000000e+00   4.0000000e+00
   1.3573328e+00   7.8978800e-01   1.0000000e+00   4.0000000e+00
   6.4121805e-01   9.9334738e-01   1.0000000e+00   4.0000000e+00
   8.3557210e-01   1.0655563e+00   1.0000000e+00   4.0000000e+00
  -4.4390314e+00  -6.1205111e+00   1.0000000e+00   1.0000000e+00
  -4.2410113e+00  -4.0107864e+00   1.0000000e+00   1.0000000e+00
  -4.9196479e+00  -5.9721796e+00   1.0000000e+00   3.0000000e+00
  -4.8539998e+00  -4.1578208e+00   1.0000000e+00   4.0000000e+00
  -5.3683374e+00  -4.9467204e+00   1.0000000e+00   3.0000000e+00
  -4.8781864e+00  -6.1607205e+00   1.0000000e+00   4.0000000e+00
  -6.1493535e+00  -5.8899748e+00   1.0000000e+00   2.0000000e+00
  -4.4317491e+00  -4.7763807e+00   1.0000000e+00   4.0000000e+00
  -4.1984678e+00  -4.4677103e+00   1.0000000e+00   2.0000000e+00
  -4.1928328e+00  -6.1111395e+00   1.0000000e+00   3.0000000e+00
